"isocode","year","Country","SEX","Sex","AGE","Age","VAR","Variant","TIME","Unit.Code","Unit","PowerCode.Code","PowerCode","Reference.Period.Code","Reference.Period","Value","Flag.Codes","Flags","WN","country","currency","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","cor_exp","statcap","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k","LN","LW","y","KY","gy","gKY","gLN","gLW","gWN","gavh","ged","gA","gcap","ghc","gydiff","gcapdiff","gAdiff","gLWdiff","gWNdiff","gavhdiff","geddiff","gydiff_alt_bad","gydiff_alt_good"
"ESP",1991,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1991,"PC","Percentage",0,"Units",NA,NA,71.31568,"","",0.5837177309164,"Spain","Euro",780988.4375,763561.0625,39.299081,14.2064619064331,1755.52940168123,2.45371913909912,587310.1875,822812.375,789774.1875,770274.875,3508812.75,0.0769590437412262,0.966396510601044,1.02856290340424,1082028.25,806136.5,1130244.875,6068601,0.468528568744659,1.05090487003326,1.11632037162781,0.627181947231293,0.0728537440299988,0.033293791115284,0.624521193690174,0.768135726451874,0.730774104595184,0.749273598194122,"interpolated","benchmark","market","no","regular",NA,NA,0.623418569564819,0.305737882852554,0.139049753546715,0.124794989824295,-0.208595335483551,0.0155941341072321,0.73609459400177,0.637599527835846,0.911789655685425,0.626101493835449,0.580849647521973,0.569586992263794,1.1795746088028,0.36149603362056,0.619299388170091,27533.1692870884,5.608542105994,0.0285,-0.0013,0.01,0.0031,0.0069,-0.007,0.0097,0.0164,-6e-04,0.0127,-0.0287,0.0035,-0.0317,-0.0077,0.0052,-0.0015,0.0036,-0.0194,-0.0021
"ESP",1992,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1992,"PC","Percentage",0,"Units",NA,NA,70.09798,"","",0.587896458264819,"Spain","Euro",804607.25,782551.4375,39.410857,13.9800481796265,1747.56539985899,2.47714948654175,607599.625,844371.625,813437.0625,782741.0625,3803492,0.0818297043442726,0.927674472332001,0.994866013526917,1092082.625,826016.3125,1141070.75,6262928,0.485691040754318,1.05385601520538,1.11977255344391,0.627181947231293,0.0729793459177017,0.0335695557296276,0.615310683190493,0.827954888343811,0.775604009628296,0.806020140647888,"interpolated","benchmark","market","no","regular",NA,NA,0.635079503059387,0.30249086022377,0.141166493296623,0.142303213477135,-0.239183008670807,0.018142944201827,0.786010146141052,0.641262352466583,1.01665568351746,0.577425956726074,0.532837331295013,0.575049459934235,1.16025221347809,0.354725810190488,0.603381437672654,27710.1973448585,5.73484813019528,0.0286,-5e-04,0.0096,0.0027,0.0069,-0.0064,0.0097,0.0159,-2e-04,0.0129,-0.0333,0.0041,-0.0353,-0.0098,0.0059,-0.0015,0.0033,-0.022,-0.0039
"ESP",1993,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1993,"PC","Percentage",0,"Units",NA,NA,68.89843,"","",0.592071814995557,"Spain","Euro",804057.625,791980.875,39.533725,13.5553369522095,1739.55239802555,2.50080394744873,605668.375,825356.9375,811789.25,789741.3125,4073143,0.085790142416954,0.92254900932312,0.951878309249878,1080817.875,818764.5,1102889.25,6412986,0.49687248468399,1.05113708972931,1.09076261520386,0.627181947231293,0.0692841038107872,0.0335457324981689,0.764850508255903,0.695395648479462,0.6468545794487,0.664913475513458,"interpolated","benchmark","market","no","regular",NA,NA,0.626192212104797,0.278177857398987,0.140727803111076,0.13595575094223,-0.200106143951416,0.0190525092184544,0.656880140304565,0.51302981376648,0.866776764392853,0.567835986614227,0.504640936851501,0.465469121932983,0.862403035163879,0.342880337034,0.579119506029135,27339.1357631997,5.93345664272993,0.0259,0.0023,0.0071,2e-04,0.0069,-0.0051,0.0097,0.0132,0.001,0.0117,-0.0429,0.0065,-0.044,-0.0137,0.0067,-0.0013,0.003,-0.0278,-0.0055
"ESP",1994,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1994,"PC","Percentage",0,"Units",NA,NA,67.66198,"","",0.596438142982684,"Spain","Euro",839183,825785.5,39.660069,13.4701452255249,1738.50739778644,2.52468395233154,619911,850038.875,840865.6875,822393.5,4319846.5,0.0877116098999977,0.936659395694733,0.955118834972382,1106575.875,826720.9375,1119407.25,6565122,0.508948743343353,1.0648592710495,1.09544515609741,0.627181947231293,0.0692997574806213,0.0333237200975418,0.80510352433498,0.679894983768463,0.630969166755676,0.645141661167145,"interpolated","benchmark","market","no","regular",NA,NA,0.618598282337189,0.27982696890831,0.135190457105637,0.15352039039135,-0.212630987167358,0.0254948288202286,0.643241286277771,0.499174296855927,0.847613394260406,0.579686760902405,0.528989255428314,0.444519281387329,0.789360105991364,0.339639984628491,0.569447123099824,27901.5115934367,5.93282588959388,0.0267,0.0021,0.0089,0.0021,0.0067,-0.0027,0.0097,0.0099,9e-04,0.0158,-0.04,0.0042,-0.0384,-0.0146,0.0074,-0.0013,0.0027,-0.0241,-0.009
"ESP",1995,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1995,"PC","Percentage",0,"Units",NA,NA,66.3503,"","",0.601141086009463,"Spain","Euro",886579.0625,869072.375,39.787419,13.7099771499634,1738.79639785257,2.54879212379456,642527.9375,893807,883896.9375,861990.6875,4531792.5,0.0887682661414146,0.94996190071106,0.97368574142456,1137089.625,842217.1875,1154076.5,6739477.5,0.524516105651855,1.06362020969391,1.09778666496277,0.627181947231293,0.0692477151751518,0.0332344397902489,0.749395982835094,0.75187349319458,0.695343852043152,0.713015019893646,"benchmark","benchmark","market","no","regular",NA,NA,0.615793824195862,0.291510164737701,0.129606321454048,0.165890380740166,-0.229635566473007,0.0268348883837461,0.706174075603485,0.550795912742615,0.969003438949585,0.626703441143036,0.570869326591492,0.491873174905777,0.860569715499878,0.344580711555162,0.573211047414147,28579.1250998211,5.92695364712346,0.0272,0.0021,0.0118,0.0051,0.0067,-0.0022,0.0096,0.0071,9e-04,0.0192,-0.0355,0.0019,-0.0344,-0.0115,0.0081,-0.0022,0.0026,-0.0218,-0.0092
"ESP",1996,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1996,"PC","Percentage",0,"Units",NA,NA,65.03613,"","",0.605927926206219,"Spain","Euro",894069,874696.6875,39.908959,13.8927307128906,1740.33928927078,2.56882691383362,671833.625,885773.6875,884177.75,860978.3125,4686828.5,0.0883267149329185,0.915121614933014,0.929941415786743,1167342.25,860309.5625,1178737.375,6914098.5,0.541798412799835,1.06403648853302,1.09261429309845,0.625615239143372,0.0693444237112999,0.0332966968417168,0.761251447437485,0.745653927326202,0.726810872554779,0.74639505147934,"benchmark","benchmark","market","no","regular",0.761883803914369,NA,0.630354940891266,0.248484820127487,0.14995926618576,0.190781638026237,-0.250453889369965,0.0308732390403748,0.715978562831879,0.667638182640076,0.87039464712143,0.620971143245697,0.570407390594482,0.499692261219025,0.858778953552246,0.348110576196453,0.574508223075328,29250.1302777655,5.92294033733466,0.0266,0.0026,0.011,0.0041,0.0068,-0.0016,0.0095,0.0066,0.0011,0.0188,-0.0332,8e-04,-0.0332,-0.0088,0.0085,-0.003,0.0026,-0.0213,-0.0084
"ESP",1997,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1997,"PC","Percentage",0,"Units",NA,NA,63.80536,"","",0.610480633844949,"Spain","Euro",986553.625,969267.5,40.035293,14.3973741531372,1742.63677191539,2.58531641960144,717910.4375,977552.3125,979249.5,962741.5625,4680910.5,0.0850847437977791,0.993558347225189,0.996392667293549,1210564,884271.125,1218541.375,7099700.5,0.561489284038544,1.05956864356995,1.08460879325867,0.638372302055359,0.0653737038373947,0.0334778018295765,0.879963628750816,0.63469010591507,0.602605998516083,0.612938821315765,"benchmark","benchmark","market","no","regular",NA,NA,0.611163794994354,0.269690066576004,0.134530022740364,0.1904466599226,-0.238066986203194,0.03223642334342,0.603838503360748,0.51389342546463,0.774847447872162,0.57812637090683,0.541019320487976,0.460158705711365,0.74898761510849,0.359617054710633,0.589072011090149,30237.4207677211,5.86478740487905,0.0247,0.0039,0.01,0.003,0.007,-0.001,0.0091,0.0049,0.0017,0.0181,-0.0314,2e-04,-0.0347,-0.005,0.0087,-0.003,0.0025,-0.0233,-0.0053
"ESP",1998,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1998,"PC","Percentage",0,"Units",NA,NA,62.70677,"","",0.614602576155866,"Spain","Euro",1067841.125,1035153,40.20156,15.0280675888062,1751.10587060624,2.6019115447998,776716,1059219.5,1054395,1034794.5,4716384,0.0825391411781311,1.0126268863678,1.01792895793915,1263744.5,921535.4375,1290337.25,7317226.5,0.585565090179443,1.0524206161499,1.09275996685028,0.643318712711334,0.0647304952144623,0.0338271893560886,0.897884026700964,0.610128283500671,0.587280750274658,0.5984046459198,"benchmark","benchmark","market","no","regular",NA,NA,0.613067507743835,0.273004442453384,0.137531772255898,0.195454493165016,-0.256470531225204,0.0374123156070709,0.582454919815063,0.524463593959808,0.733486235141754,0.538923025131226,0.508677065372467,0.473655879497528,0.783213496208191,0.373818020713777,0.608227227181318,31435.2104744194,5.79011540703046,0.0238,0.004,0.0109,0.0038,0.0071,-3e-04,0.0088,0.0027,0.0017,0.0194,-0.0281,-8e-04,-0.0379,0.001,0.0089,-0.0017,0.0025,-0.0273,0.000999999999999999
"ESP",1999,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1999,"PC","Percentage",0,"Units",NA,NA,61.66327,"","",0.61856969737158,"Spain","Euro",1111683.875,1080667.875,40.45447,15.7469720840454,1756.27373368015,2.61861324310303,817303.0625,1121266.125,1099998.25,1082542.375,4747445,0.0799827799201012,1.00432085990906,1.01153886318207,1320492.875,963705.25,1367741.375,7564064,0.613114237785339,1.04344284534454,1.09907698631287,0.64761072397232,0.0618431903421879,0.0343012064695358,0.938627275833333,0.593249261379242,0.576977908611298,0.586281597614288,"benchmark","benchmark","market","no","regular",NA,NA,0.618008196353912,0.28078630566597,0.136976599693298,0.19217911362648,-0.266913294792175,0.038963109254837,0.565452754497528,0.533227205276489,0.71866101026535,0.533546030521393,0.512208342552185,0.490317791700363,0.776312232017517,0.389251721356018,0.629277061275428,32641.4577919325,5.72821265695962,0.023,0.0037,0.0118,0.0046,0.0071,7e-04,0.0085,4e-04,0.0016,0.0209,-0.0272,-0.0011,-0.043,0.0054,0.0087,4e-04,0.0026,-0.0328,0.0073
"ESP",2000,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2000,"PC","Percentage",0,"Units",NA,NA,60.85379,"","",0.621682585160101,"Spain","Euro",1168126.25,1151292.5,40.824754,16.6057415008545,1752.82075838745,2.63542246818542,877381.1875,1194513.25,1160221.5,1152148.375,4705187.5,0.0748805776238441,1.02329456806183,1.02072525024414,1389765.75,1006596.6875,1437576.875,7831237,0.641261756420135,1.0414274930954,1.09549391269684,0.645771741867065,0.0600945465266705,0.0347700864076614,1.08540083333333,0.519168019294739,0.514451086521149,0.518055856227875,"benchmark","benchmark","market","no","regular",NA,NA,0.619510054588318,0.275252759456635,0.142007440328598,0.195238545536995,-0.269468039274216,0.0374592803418636,0.498541504144669,0.501401245594025,0.609151422977448,0.502347767353058,0.49280571937561,0.476180255413055,0.758851170539856,0.40675668249843,0.654283539876991,34042.2320732172,5.63493308134842,0.0238,0.0017,0.0128,0.0058,0.007,4e-04,0.0081,0.0018,7e-04,0.0213,-0.0212,-0.0033,-0.0393,0.0099,0.0083,7e-04,0.0025,-0.0318,0.0098
"ESP",2001,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2001,"PC","Percentage",0,"Units",NA,NA,60.33244,"","",0.6237040988087,"Spain","Euro",1208398.75,1185463.875,41.319427,17.2284984588623,1762.06978335498,2.65172410011292,925742.75,1233189.375,1205771.125,1187984.875,4489377,0.0678234472870827,1.04627406597137,1.04240584373474,1444424.625,1045466.6875,1492793.875,8104553,0.668507099151611,1.03385984897614,1.08657109737396,0.637940645217896,0.0619656704366207,0.0351109988987446,1.11751,0.513719916343689,0.520232379436493,0.528021216392517,"benchmark","benchmark","market","no","regular",NA,NA,0.631526350975037,0.258796781301498,0.147728323936462,0.19966371357441,-0.277149021625519,0.0394339002668858,0.495560079813004,0.539841830730438,0.591351568698883,0.489043980836868,0.470768511295319,0.526770830154419,0.879843652248383,0.416958794197758,0.668520208531845,34957.5182879472,5.61092137293076,0.0242,0,0.0144,0.0077,0.0066,4e-04,0.0078,0.0016,0,0.0225,-0.0131,-0.006,-0.0347,0.0146,0.0084,0.0024,0.0022,-0.0301,0.0132
"ESP",2002,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2002,"PC","Percentage",0,"Units",NA,NA,59.50802,"","",0.626927724386523,"Spain","Euro",1255594.125,1226298,41.919585,17.6609916687012,1763.64741830528,2.66812658309937,970865.4375,1283490.25,1258432.5,1232867.625,4577712,0.0669348537921906,1.05500221252441,1.04606759548187,1483872.25,1079236.5,1543019.875,8385983.5,0.694370031356812,1.02652060985565,1.0855108499527,0.636756241321564,0.061039388179779,0.0352834947407246,1.06255166666667,0.547177135944366,0.560559570789337,0.572183430194855,"benchmark","benchmark","market","no","regular",NA,NA,0.635645985603333,0.253575295209885,0.151839584112167,0.204768493771553,-0.2826207280159,0.0367913953959942,0.52823805809021,0.602119386196136,0.626461565494537,0.499103933572769,0.476417422294617,0.591350436210632,0.945085406303406,0.421306453026698,0.672017581355116,35398.0663215058,5.65141877948051,0.0248,-0.0015,0.0174,0.0108,0.0064,9e-04,0.0075,-4e-04,-6e-04,0.0256,-0.0081,-0.0069,-0.0311,0.017,0.0078,0.0032,0.0018,-0.0284,0.0151
"ESP",2003,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2003,"PC","Percentage",0,"Units",NA,NA,58.73634,"","",0.629975467495345,"Spain","Euro",1285713,1244185.125,42.596453,18.1891918182373,1754.63317012726,2.68463063240051,978039.625,1318218,1289767.25,1249303.625,4862987,0.0699198767542839,1.00579357147217,1.00775611400604,1528119.625,1110632.625,1599977.875,8690943,0.722694158554077,1.02182626724243,1.08799064159393,0.633542358875275,0.060290489345789,0.0353912673890591,0.886034166666667,0.691585779190063,0.702031433582306,0.724769532680511,"benchmark","benchmark","market","no","regular",NA,NA,0.634176969528198,0.272294342517853,0.14869087934494,0.225446507334709,-0.317083895206451,0.0364752002060413,0.662005305290222,0.732063591480255,0.817748308181763,0.55387669801712,0.527599155902863,0.730627119541168,1.09406912326813,0.427011888014181,0.677823042398609,35874.339701477,5.6873446671428,0.0275,-0.0042,0.0222,0.0159,0.0062,9e-04,0.0071,-9e-04,-0.0018,0.0301,-0.0043,-0.0075,-0.0288,0.0192,0.007,0.0042,0.0014,-0.0279,0.0173
"ESP",2004,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2004,"PC","Percentage",0,"Units",NA,NA,57.81648,"","",0.633647385875037,"Spain","Euro",1351068.25,1289642.75,43.308345,18.8427562713623,1739.90120009097,2.70123672485352,1016516.8125,1405838.75,1355675.875,1294235,5375241.5,0.0754424035549164,0.962579309940338,0.986823379993439,1575839.75,1161189.25,1673683.625,9008774,0.752206742763519,1.01687216758728,1.09829545021057,0.629822790622711,0.0588755309581757,0.0355146303772926,0.805365,0.791705191135406,0.787164449691772,0.824533224105835,"benchmark","benchmark","market","no","regular",NA,NA,0.631486535072327,0.300812393426895,0.153932556509972,0.239470183849335,-0.359917938709259,0.0342162810266018,0.760518193244934,0.775308310985565,0.919645607471466,0.590454638004303,0.556010663509369,0.804206073284149,1.11969292163849,0.43508372973759,0.686633827324578,36386.5151161976,5.7168084508593,0.0269,-0.0037,0.0251,0.0189,0.0061,1e-04,0.0068,-0.0035,-0.0016,0.0319,-0.0027,-0.007,-0.0316,0.0234,0.0064,0.0051,0.001,-0.0312,0.0225
"ESP",2005,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2005,"PC","Percentage",0,"Units",NA,NA,57.06286,"","",0.636687756736379,"Spain","Euro",1476967.875,1467764.5,44.019123,19.6254844665527,1723.71916932259,2.71794581413269,1136164.75,1584236,1511621.25,1457435.75,5863370.5,0.0813387483358383,1.00651669502258,1.01387214660645,1633389.875,1212847.375,1757511.5,9354393,0.785299360752106,1.01310014724731,1.1085422039032,0.624301135540009,0.0582839325070381,0.0356798470020294,0.80412,0.765511393547058,0.762927174568176,0.791291832923889,"benchmark","benchmark","market","no","regular",0.784861715378657,NA,0.616926193237305,0.30743807554245,0.162637978792191,0.227719202637672,-0.350793480873108,0.0360720194876194,0.745018720626831,0.756374418735504,0.843245208263397,0.581524789333344,0.567227184772491,0.817581713199615,1.0361076593399,0.445839969745711,0.700249007505748,37106.3702245953,5.72698113486224,0.0265,-0.0034,0.0261,0.0202,0.0058,-9e-04,0.0064,-0.0036,-0.0015,0.0315,-6e-04,-0.0067,-0.0318,0.0266,0.0056,0.005,6e-04,-0.0323,0.0255
"ESP",2006,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2006,"PC","Percentage",0,"Units",NA,NA,57.03153,"","",0.636814784903389,"Spain","Euro",1590334.5,1557009.875,44.728565,20.4114551544189,1713.74063366858,2.73475813865662,1166035.25,1700357.5,1608746.875,1550169.375,7409393,0.0973473489284515,0.952155828475952,0.975692629814148,1700403.375,1263637.625,1847536.125,9729792,0.821695029735565,1.01152312755585,1.11765623092651,0.622456014156342,0.0575415268540382,0.0359144732356071,0.797140833333333,0.811370253562927,0.782770335674286,0.812349498271942,"benchmark","benchmark","market","no","regular",NA,NA,0.596026122570038,0.344686388969421,0.156172454357147,0.227197334170341,-0.359253168106079,0.0351708680391312,0.787356376647949,0.720357656478882,0.903018176555634,0.607619047164917,0.59256249666214,0.717918515205383,0.896173119544983,0.456340487436137,0.716598449430424,38016.0502578162,5.72204933432339,0.0266,-0.0034,0.0274,0.0223,0.005,-0.0015,0.0063,-0.0041,-0.0015,0.0321,0.000899999999999998,-0.0063,-0.0299,0.0267,0.0048,0.0052,0.000300000000000001,-0.0311,0.0259
"ESP",2007,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2007,"PC","Percentage",0,"Units",NA,NA,56.65974,"","",0.638326094502646,"Spain","Euro",1708811.125,1660110.875,45.429076,21.0064086914062,1701.30779766684,2.75167417526245,1209046.125,1818819.75,1719466.875,1653240.375,9000369,0.112714849412441,0.919119834899902,0.954496502876282,1761697.75,1314698.375,1921516.625,10114355,0.860306262969971,1.01229274272919,1.12282049655914,0.608766734600067,0.060610793530941,0.0362145155668259,0.7306375,0.917240738868713,0.856111645698547,0.890406250953674,"benchmark","benchmark","market","no","regular",NA,NA,0.574364423751831,0.36883544921875,0.156954571604729,0.2342948615551,-0.369735181331635,0.0352858677506447,0.893410980701447,0.734906196594238,1.00444400310516,0.655744969844818,0.639661133289337,0.690714120864868,0.892820179462433,0.462400086926845,0.72439477393937,38779.0795040604,5.74125442346736,0.0252,-0.0021,0.0255,0.0209,0.0045,-0.0024,0.0063,-0.0033,-9e-04,0.0293,-0.002,-0.0044,-0.0308,0.0235,0.0042,0.0055,-9.99999999999994e-05,-0.0311,0.0245
"ESP",2008,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2008,"PC","Percentage",0,"Units",NA,NA,56.75906,"","",0.637921661433795,"Spain","Euro",1735688.5,1687376.375,46.068811,20.9879493713379,1710.12620246177,2.76869511604309,1250471.625,1839281.125,1756120.5,1667313.375,9544085,0.118110023438931,0.894484758377075,0.937969148159027,1777326.5,1326111.375,1910397,10450806,0.893528938293457,0.999730110168457,1.09277474880219,0.599291563034058,0.0617392547428608,0.0364855490624905,0.682674711239873,0.991451740264893,0.925497472286224,0.974792838096619,"benchmark","benchmark","market","no","regular",NA,NA,0.577350735664368,0.353148639202118,0.172641202807426,0.236633434891701,-0.3785580098629,0.0387840270996094,0.970111548900604,0.785428464412689,1.06281816959381,0.707148909568787,0.663841485977173,0.725428462028503,0.94662207365036,0.455578273364552,0.714160218890503,38579.821389356,5.88007099427145,0.0207,0.0015,0.02,0.0162,0.0037,-0.0024,0.0062,-0.0037,6e-04,0.0237,-0.0046,-0.003,-0.03,0.0204,0.0034,0.0051,-5e-04,-0.0301,0.022
"ESP",2009,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2009,"PC","Percentage",0,"Units",NA,NA,57.32857,"","",0.635612463775651,"Spain","Euro",1678418.125,1627626,46.583565,19.7019081115723,1715.80455861982,2.78582119941711,1213323.625,1701879.375,1687175.75,1628514.375,9909635,0.124467521905899,0.879249155521393,0.892837226390839,1710441.5,1304100.25,1792143.5,10658190,0.910003483295441,0.986090779304504,1.05068600177765,0.591790497303009,0.0617501027882099,0.036400806158781,0.719843359785615,0.949680805206299,0.880461871623993,0.912177443504333,"benchmark","benchmark","market","no","regular",NA,NA,0.556933164596558,0.300000876188278,0.188116192817688,0.207098782062531,-0.287190675735474,0.0350416339933872,0.932407081127167,0.708557367324829,1.00082099437714,0.66120433807373,0.615787088871002,0.648114621639252,0.824676275253296,0.42293689011505,0.665400561220479,36717.7029065938,6.23125082032914,0.0118,0.0085,0.0083,0.0056,0.0027,-0.0023,0.0062,-0.004,0.0036,0.0122,-0.0076,-0.0017,-0.0275,0.0143,0.0024,0.0057,-0.001,-0.0278,0.0173
"ESP",2010,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2010,"PC","Percentage",0,"Units",NA,NA,58.05564,"","",0.632688589916817,"Spain","Euro",1659136.75,1621743.875,46.931015,19.4127388000488,1705.77553458184,2.80305314064026,1217820.375,1685082,1667987,1610879.5,10397411,0.133779510855675,0.831138908863068,0.838290512561798,1713229.75,1312826,1784246.375,10828596,0.925290167331696,0.989485800266266,1.04794931411743,0.594256579875946,0.0604319870471954,0.036130603402853,0.755044951989835,0.918376982212067,0.851758420467377,0.881954252719879,"benchmark","benchmark","market","no","regular",NA,NA,0.571892321109772,0.29006615281105,0.184104889631271,0.229960188269615,-0.315045416355133,0.0390218980610371,0.895828902721405,0.678130984306335,0.988418936729431,0.6640784740448,0.622659862041473,0.592082500457764,0.69760924577713,0.413644128516053,0.653787874648471,36505.278012845,6.32057434211611,0.007,0.0115,0.0017,-1e-04,0.0018,-0.0027,0.0062,-0.0031,0.0049,0.0052,-0.0099,-8e-04,-0.0256,0.0108,0.0015,0.0055,-0.0013,-0.0262,0.0142
"ESP",2011,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2011,"PC","Percentage",0,"Units",NA,NA,58.7994,"","",0.629725301229098,"Spain","Euro",1647316.25,1614380.75,47.08424,18.9144439697266,1710.69165947777,2.82275176048279,1244803.5,1656986.75,1661585.125,1596697.625,10458073,0.134934976696968,0.816630959510803,0.813185811042786,1699277.625,1289036.25,1729717.75,10951607,0.936922669410706,0.985744893550873,1.02039158344269,0.585679292678833,0.0624358505010605,0.0359986536204815,0.719355253609154,0.940284192562103,0.889977157115936,0.926144540309906,"benchmark","benchmark","market","no","regular",0.76957422615288,NA,0.578839957714081,0.258147329092026,0.200771316885948,0.264510333538055,-0.348991811275482,0.0467229001224041,0.935675263404846,0.738048732280731,0.953572034835815,0.705587565898895,0.651431381702423,0.608230948448181,0.717181921005249,0.401714968102417,0.63792095905683,36090.1572373261,6.44486035647059,0.0032,0.014,-0.0037,-0.0047,0.001,-0.003,0.0063,-0.0024,0.006,-4e-04,-0.0111,-6e-04,-0.0239,0.0094,4e-04,0.0051,-0.0016,-0.0257,0.0123
"ESP",2012,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2012,"PC","Percentage",0,"Units",NA,NA,59.49457,"","",0.626980592505438,"Spain","Euro",1625862.75,1603410.625,47.06306,18.1356639862061,1696.72661811367,2.84258842468262,1221566.875,1604113.5,1637939.75,1584259.125,10755960,0.135997697710991,0.806306719779968,0.784496605396271,1648988.5,1243233.5,1644335.375,11031377,0.94570529460907,0.976828277111053,0.990563809871674,0.56649261713028,0.0669395923614502,0.0359144248068333,0.778293601412852,0.862188458442688,0.808833241462708,0.836239576339722,"ICPPPP-benchmark+interpolated","benchmark","market","no","regular",0.77614335565631,NA,0.578817427158356,0.241467162966728,0.192247599363327,0.26425701379776,-0.327633768320084,0.0508445315063,0.859940111637115,0.638456761837006,0.868957757949829,0.683145582675934,0.628062307834625,0.524997293949127,0.643918693065643,0.385348168737988,0.614609404731528,35037.8513424329,6.68978407065907,-0.001,0.017,-0.0089,-0.0089,0,-0.0039,0.0064,-0.0019,0.0073,-0.0064,-0.0098,-0.001,-0.0217,0.0103,-6e-04,0.005,-0.0018,-0.0251,0.0125
"ESP",2013,"Spain","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",2013,"PC","Percentage",0,"Units",NA,NA,60.52735,"","",0.62294680626074,"Spain","Euro",1605406.375,1574072.125,46.930555,17.7012004852295,1689.82440964343,2.8625648021698,1180607.375,1545276.25,1608470.75,1554969.125,10506895,0.129265740513802,0.807130098342896,0.776233851909637,1625319.125,1209624.375,1596091.25,11088037,0.952857434749603,0.971213698387146,0.969896376132965,0.55826985836029,0.0714716613292694,0.0358870550990105,0.75315918184727,0.904873311519623,0.842264294624329,0.871243894100189,"ICPPPP-benchmark+interpolated","benchmark","market","no","regular",0.807714267703056,NA,0.569236159324646,0.23451840877533,0.190011948347092,0.284091472625732,-0.332647442817688,0.0547894909977913,0.902638077735901,0.639568984508514,0.911569595336914,0.70401257276535,0.641847908496857,0.533461153507233,0.677772641181946,0.37717858834675,0.605474792640446,34632.4292350687,6.82206763548666,-0.0035,0.0184,-0.0123,-0.0112,-0.0011,-0.0038,0.0064,-0.0017,0.0079,-0.0097,-0.0058,-0.0021,-0.0196,0.0144,-0.0018,0.0051,-0.002,-0.0255,0.0154
